,MONTH,DOW,AGENCY_ID,ROUTE_SHORT_NAME,DIR,SEQ,NUMDAYS,OBSDAYS,TRIP_STOPS,OBS_TRIP_STOPS,IMP_TRIP_STOPS,WGT_TRIP_STOPS,STOP_ID,ROUTE_LONG_NAME,ROUTE_TYPE,TRIP_HEADSIGN,HEADWAY_S,FARE,STOPNAME,STOPNAME_AVL,EOL,SOL,TIMEPOINT,ARRIVAL_TIME_DEV,DEPARTURE_TIME_DEV,DWELL_S,DWELL,RUNTIME_S,RUNTIME,TOTTIME_S,TOTTIME,SERVMILES_S,SERVMILES,RUNSPEED_S,RUNSPEED,TOTSPEED_S,TOTSPEED,ONTIME5,ON,OFF,LOAD_ARR,LOAD_DEP,PASSMILES,PASSHOURS,WAITHOURS,FULLFARE_REV,PASSDELAY_DEP,PASSDELAY_ARR,RDBRDNGS,DOORCYCLES,WHEELCHAIR,BIKERACK,CAPACITY,VC,CROWDED,CROWDHOURS,Total_Pop,Total_Housing_Units,VAC_RATE,OCC_RATE,AVG_HH_SIZE,POP_DEN_ACS,HH_DEN_ACS,HU_DEN_ACS,BART_TOS,BART_FROMS,CALTRAIN_ON,CALTRAIN_OFF,MUNI_RAIL_BOARDINGS,MUNI_RAIL_ALIGHTINGS,BIKE_ALIGHTINGS,BIKE_DOCKCOUNT,BIKE_BOARDINGS,NUM_BUS_STOPS,EDD_EMP,FREQ_S,PARK_HOURLY_AVG_ON,TRANSBAY,EDHLTH_RAC_DEN,EDHLTH_WAC_DEN,EMP_RAC_DEN,EMP_WAC_DEN,HOUSING_09_DEN,LEISER_RAC_DEN,LEISER_WAC_DEN,OTHER_RAC_DEN,OTHER_WAC_DEN,SHR_HH_0VEH,SHR_INCOME_0_15,SHR_INCOME_100P,SHR_INCOME_15_50,SHR_INCOME_50_100,PARK_12_HR_OFF_PUB,PARK_1_HR_OFF_PUB,PARK_2_HR_OFF_PUB,PARK_3_HR_OFF_PUB,PARK_4_HR_OFF_PUB,PARK_DAY_OFF_PUB,PARK_DAY_DISCOUNT_OFF_PUB,RETAIL_RAC_DEN,RETAIL_WAC_DEN,AVG_TT_TO_WORK_MINUTES,PARKING_RATE_OFF_RESIDENTIAL,EXCLUDE,AVG_RIDE,LOG_RIDERS,AVG_BART,CALTRAIN_AVG,MUNI_RAIL_AVG,BIKE_AVG,PARK_12_HR_OFF_PUB_LOG,BIKE_BOARDINGS_LOG,BIKE_ALIGHTINGS_LOG,BIKE_AVG_LOG,PARK_1_HR_OFF_PUB_LOG,PARK_2_HR_OFF_PUB_LOG,PARK_3_HR_OFF_PUB_LOG,PARK_4_HR_OFF_PUB_LOG,AVG_BART_LOG,AVG_HH_SIZE_LOG,PARK_HOURLY_AVG_ON_LOG,EDD_EMP_LOG,AVG_TT_TO_WORK_MINUTES_LOG,BART_FROMS_LOG,BART_TOS_LOG,CALTRAIN_AVG_LOG,CALTRAIN_OFF_LOG,CALTRAIN_ON_LOG,CAPACITY_LOG,CROWDED_LOG,CROWDHOURS_LOG,PARK_DAY_DISCOUNT_OFF_PUB_LOG,PARK_DAY_OFF_PUB_LOG,DWELL_LOG,DWELL_S_LOG,EDHLTH_RAC_DEN_LOG,EDHLTH_WAC_DEN_LOG,EMP_RAC_DEN_LOG,EMP_WAC_DEN_LOG,FARE_LOG,FREQ_S_LOG,FULLFARE_REV_LOG,HEADWAY_S_LOG,HH_DEN_ACS_LOG,HOUSING_09_DEN_LOG,HU_DEN_ACS_LOG,LEISER_RAC_DEN_LOG,LEISER_WAC_DEN_LOG,MUNI_RAIL_ALIGHTINGS_LOG,MUNI_RAIL_AVG_LOG,MUNI_RAIL_BOARDINGS_LOG,NUM_BUS_STOPS_LOG,OCC_RATE_LOG,OFF_LOG,ON_LOG,ONTIME5_LOG,OTHER_RAC_DEN_LOG,OTHER_WAC_DEN_LOG,PARKING_RATE_OFF_RESIDENTIAL_LOG,PASSDELAY_ARR_LOG,PASSDELAY_DEP_LOG,PASSHOURS_LOG,PASSMILES_LOG,POP_DEN_ACS_LOG,RDBRDNGS_LOG,RETAIL_RAC_DEN_LOG,RETAIL_WAC_DEN_LOG,RUNSPEED_LOG,RUNSPEED_S_LOG,RUNTIME_LOG,RUNTIME_S_LOG,SHR_HH_0VEH_LOG,SHR_INCOME_0_15_LOG,SHR_INCOME_100P_LOG,SHR_INCOME_15_50_LOG,SHR_INCOME_50_100_LOG,TOTSPEED_LOG,TOTSPEED_S_LOG,TOTTIME_LOG,TOTTIME_S_LOG,Total_Housing_Units_LOG,Total_Pop_LOG,VAC_RATE_LOG,VC_LOG,WAITHOURS_LOG,DIST_FROM_LAST_STOP,DIST_FROM_LAST_STOP_LOG,SERVMILES_S_LOG,EOL_SOL,LIMITED,EXPRESS,CAL_STATION,CLOSE_STOP
5916,2009-10-01,1,SFMTA,K-OWL,0,83,22,2.0,1,0,0.0,1.0,5654,,3,BALBOA PARK STATION,,2.0,MARKET ST & 16TH ST,MARKET ST&16TH ST W-FS/BZ,0,0,0.0,1.59,1.59,0.0,0.0,1.0799999999999996,0.6333333333333333,1.0799999999999996,0.6333333333333333,0.225,0.225,12.5,21.32,12.5,21.32,1.0,0.0,0.0,8.0,8.0,1.8,0.07722222222222222,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.12698412698412698,0.0,0.0,3619.0,1831.0,0.02894593118514473,0.9710540688148552,2.0354330708661417,49.78244140459184,24.4579112509987,25.18697159762577,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,579.0,,200.0,0.0,100.58955416585769,22.14956915389763,440.60176122777915,448.9482713492663,452.83869196412047,61.52168611061269,183.33780100457386,249.02707667632615,147.73417519998335,0.3492688413948257,0.06467941507311586,0.4488188976377953,0.2092238470191226,0.2772778402699663,,,,,,,,29.463444274982585,95.72672599081145,32.1,0.572250217,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.1103541065447928,5.303304908059076,6.363028103540465,3.4995332823830174,0.0,0.0,0.0,0.0,0.0,4.1588830833596715,0.0,0.0,,,0.0,0.0,4.620940716530557,3.141976169296318,6.090408483242475,6.109132623599628,1.0986122886681098,,0.0,,3.237026549347371,6.117741830862124,3.2652620198224898,4.135513474329294,5.2167699494750215,0.0,0.0,0.0,0.6931471805599453,0.6785684599682779,0.0,0.0,0.6931471805599453,5.521569218702803,5.002160653556236,0.4525078524602292,0.0,0.0,0.07438571135839582,1.0296194171811581,3.9275506531947033,0.0,3.4165274164186235,4.571889744736611,3.1054831375131102,2.6026896854443837,0.4906229164484712,0.7323678937132264,0.29956284676584477,0.06267373513547292,0.3707486711503944,0.18997870504785855,0.2447311260317086,3.1054831375131102,2.6026896854443837,0.4906229164484712,0.7323678937132264,7.513163545234075,8.194229304819817,0.028534910461797694,0.11954515064978273,,,,0.20294084399669038,0,0,0,0,0
5917,2009-10-01,1,SFMTA,K-OWL,0,84,22,2.0,1,0,0.0,1.0,5667,,3,BALBOA PARK STATION,,2.0,MARKET ST & CASTRO ST,MARKET ST&CASTRO ST W-FS/,0,0,1.0,1.7033333333333331,1.7533333333333332,0.0,0.05,0.6799999999999998,0.7999999999999999,0.6799999999999998,0.85,0.12999999999999992,0.13,11.47,9.18,11.47,9.18,1.0,0.0,0.3333333333333333,8.0,7.666666666666668,1.04,0.12366666666666665,,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,63.0,0.12698412698412698,0.0,0.0,2661.0,1522.0,0.05584756898817345,0.9441524310118266,1.8517745302713988,38.88740995273877,21.0000782044666,22.242254020318832,0.0,0.0,0.0,0.0,1076.0,1125.0,,,,4.0,629.0,,200.0,0.0,97.54430223981552,28.37810276611763,441.7363145202111,635.9110997584231,482.7133040707599,52.114200922817055,237.99376723536133,261.63446164242333,166.5598554349093,0.2359081419624217,0.05288796102992345,0.4683368128044537,0.1983298538622129,0.2804453723034099,0.0,200.0,300.0,600.0,800.0,0.0,0.0,30.443349715155286,202.9793743220348,28.6,0.641618568,0,0.16666666666666666,0.15415067982725836,0.0,0.0,1100.5,,0.0,,,,5.303304908059076,5.707110264748875,6.398594934535208,6.68586094706836,0.0,1.0479414427198201,5.303304908059076,6.4457198193855785,3.3877743613300146,0.0,0.0,0.0,0.0,0.0,4.1588830833596715,0.0,0.0,0.0,0.0,0.04879016416943204,0.0,4.590506215994452,3.3802495929668814,6.092974366010648,6.4566300850138445,1.0986122886681098,,0.0,,3.09104600810048,6.18149238424862,3.14597191610671,3.9724443298340897,5.476437473078327,7.026426808699636,7.0044281662423975,6.981934677156389,1.6094379124341003,0.6648261139785785,0.28768207245178085,0.0,0.6931471805599453,5.570763185712482,5.121340633312344,0.4956826868465247,0.0,0.0,0.11659714758381391,0.712949807856125,3.6860607340709777,0.0,3.448187504988596,5.318018882468098,2.3204250111223765,2.523325759691945,0.587786664902119,0.5187937934151674,0.21180603747309035,0.05153682770933108,0.38413034039108734,0.18092879890865116,0.24720796452400642,2.3204250111223765,2.523325759691945,0.6151856390902335,0.5187937934151674,7.328437352895162,7.8868329989550565,0.05434382731588143,0.11954515064978273,,,,0.12221763272424911,0,0,0,0,0
5918,2009-10-01,1,SFMTA,K-OWL,0,85,22,2.0,1,0,0.0,1.0,6008,,3,BALBOA PARK STATION,,2.0,6 PORTOLA DR,6 PORTOLA DR NW-MB/SB,0,0,0.0,1.596666666666667,1.596666666666667,0.0,0.0,4.25,4.086666666666667,4.25,4.086666666666667,0.9800000000000004,0.98,13.84,14.39,13.84,14.39,1.0,0.0,0.0,7.666666666666668,7.666666666666668,7.513333333333333,0.5106666666666667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.12169312169312167,0.0,0.0,7283.0,4372.0,0.0610704483074108,0.9389295516925892,1.7741778319123018,32.07622209402227,18.079485335158786,19.255422627360343,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,23.0,,0.0,0.0,74.79235695067185,0.0,353.9248394170819,65.92981734190286,444.40107772059196,40.8267114903095,56.48253689316054,214.20942935060833,9.447280448742324,0.1218026796589525,0.05261875761266748,0.4591961023142509,0.2355663824604141,0.2526187576126675,,,,,,,,24.096341625492336,0.0,29.4,1.478436145,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.0203544265113995,0.0,3.1780538303479458,3.414442608412176,0.0,0.0,0.0,0.0,0.0,4.1588830833596715,0.0,0.0,,,0.0,0.0,4.327997455779128,0.0,5.871906047107701,4.203644568017282,1.0986122886681098,,0.0,,2.9486136916080525,6.098975174489383,3.0084225417719717,3.7335351663060767,4.051481195469331,0.0,0.0,0.0,2.0794415416798357,0.6621360433119764,0.0,0.0,0.6931471805599453,5.371611644012689,2.346341700401947,0.9076277745799317,0.0,0.0,0.4125510544976503,2.1416335619362834,3.4988146584952036,0.0,3.2227220835424704,0.0,2.733717947850788,2.6973262377392344,1.6266227371882014,1.6582280766035324,0.11493692680287855,0.051281114045404634,0.37788566922296635,0.21152947423053328,0.2252363659393062,2.733717947850788,2.6973262377392344,1.6266227371882014,1.6582280766035324,8.38320455141292,8.8934354408475,0.05927825545531441,0.11483925961237001,,,,0.683096844706444,0,0,0,0,0
5919,2009-10-01,1,SFMTA,K-OWL,0,86,22,2.0,1,0,0.0,1.0,6009,,3,BALBOA PARK STATION,,2.0,120 PORTOLA DR,120 PORTOLA DR NW-MB/SB,0,0,0.0,1.6166666666666665,1.6166666666666665,0.0,0.0,0.2300000000000001,0.25666666666666665,0.2300000000000001,0.25666666666666665,0.07299999999999998,0.073,19.04,17.06,19.04,17.06,1.0,0.0,0.0,7.666666666666668,7.666666666666668,0.5596666666666666,0.02766666666666667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.12169312169312167,0.0,0.0,7283.0,4372.0,0.0610704483074108,0.9389295516925892,1.7741778319123018,32.07622209402227,18.079485335158786,19.255422627360343,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,33.0,,0.0,0.0,71.86612667805116,0.01172969806963946,335.70665291229307,23.13270090703897,435.5926968713838,39.028847536417416,13.890081051488409,203.05251181345963,9.219160459411276,0.1218026796589525,0.05261875761266748,0.4591961023142509,0.2355663824604141,0.2526187576126675,,,,,,,,21.759166884364838,0.01172969806963946,29.4,1.478436145,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.0203544265113995,0.0,3.5263605246161616,3.414442608412176,0.0,0.0,0.0,0.0,0.0,4.1588830833596715,0.0,0.0,,,0.0,0.0,4.288623876407133,0.011661438419447964,5.819212085141088,3.183567804870756,1.0986122886681098,,0.0,,2.9486136916080525,6.079000716700136,3.0084225417719717,3.6896003825929755,2.700695290031567,0.0,0.0,0.0,2.1972245773362196,0.6621360433119764,0.0,0.0,0.6931471805599453,5.31837737157002,2.3242644345726804,0.9076277745799317,0.0,0.0,0.027290860235903675,0.44447212321596963,3.4988146584952036,0.0,3.12496800421053,0.011661438419447964,2.8936995479888394,2.997730276216664,0.22846271279180966,0.20701416938432612,0.11493692680287855,0.051281114045404634,0.37788566922296635,0.21152947423053328,0.2252363659393062,2.8936995479888394,2.997730276216664,0.22846271279180966,0.20701416938432612,8.38320455141292,8.8934354408475,0.05927825545531441,0.11483925961237001,,,,0.07045846364856137,0,0,0,0,0
5920,2009-10-01,1,SFMTA,K-OWL,0,87,22,2.0,1,0,0.0,1.0,6010,,3,BALBOA PARK STATION,,2.0,PORTOLA DR & BURNETT AVE,PORTOLA DR&BURNETT AVE N-,0,0,0.0,1.59,1.59,0.0,0.0,0.47,0.44,0.47,0.44,0.1400000000000001,0.14,17.87,19.09,17.87,19.09,1.0,0.0,0.0,7.666666666666668,7.666666666666668,1.0733333333333337,0.068,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.12169312169312167,0.0,0.0,7283.0,4372.0,0.0610704483074108,0.9389295516925892,1.7741778319123018,32.07622209402227,18.079485335158786,19.255422627360343,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,7.0,,0.0,0.0,55.87760780428784,1.49155142897925,244.94048321830726,15.750222168787086,258.2726831900768,27.76546521213715,2.403656323381368,146.62701919715568,11.855014416426467,0.1218026796589525,0.05261875761266748,0.4591961023142509,0.2355663824604141,0.2526187576126675,,,,,,,,14.670391004726634,0.0,29.4,1.478436145,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.0203544265113995,0.0,2.0794415416798357,3.414442608412176,0.0,0.0,0.0,0.0,0.0,4.1588830833596715,0.0,0.0,,,0.0,0.0,4.040901727723928,0.9129055803000143,5.505089568523648,2.818411521991296,1.0986122886681098,,0.0,,2.9486136916080525,5.557880338711554,3.0084225417719717,3.359175543038194,1.224850243035147,0.0,0.0,0.0,2.0794415416798357,0.6621360433119764,0.0,0.0,0.6931471805599453,4.994688952304802,2.5537339621817488,0.9076277745799317,0.0,0.0,0.06578774053800315,0.7291576180829785,3.4988146584952036,0.0,2.751773008496101,0.0,3.000222178826843,2.9375733593804587,0.36464311358790924,0.3852624007906449,0.11493692680287855,0.051281114045404634,0.37788566922296635,0.21152947423053328,0.2252363659393062,3.000222178826843,2.9375733593804587,0.36464311358790924,0.3852624007906449,8.38320455141292,8.8934354408475,0.05927825545531441,0.11483925961237001,,,,0.1310282624064042,0,0,0,0,0
5921,2009-10-01,1,SFMTA,K-OWL,0,88,22,2.0,1,0,0.0,1.0,6015,,3,BALBOA PARK STATION,,2.0,PORTOLA DR & GLENVIEW DR,PORTOLA DR&GLENVIEW DR NW,0,0,0.0,1.3733333333333333,1.3733333333333333,0.0,0.0,0.5299999999999999,0.3166666666666667,0.5299999999999999,0.3166666666666667,0.17700000000000002,0.17699999999999996,20.04,33.54,20.04,33.54,1.0,0.0,0.0,7.666666666666668,7.666666666666668,1.357,0.03916666666666666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.12169312169312167,0.0,0.0,4037.0,2037.0,0.06823760432007854,0.9317623956799216,2.126975763962065,13.280709085798636,6.243940016062871,6.701214864446823,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,3.0,,0.0,0.0,24.740804229075607,1.570777754197231,108.27902289260214,26.396667274795842,97.61243770333613,12.19327339649676,1.8262624035261268,63.80475693948338,12.616434876504938,0.1417281348788198,0.05742887249736565,0.42992623814541625,0.2291886195995785,0.2834562697576396,,,,,,,,7.540188327546383,10.383192240567544,28.5,2.581334195,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.1400663278738952,0.0,1.3862943611198906,3.3843902633457743,0.0,0.0,0.0,0.0,0.0,4.1588830833596715,0.0,0.0,,,0.0,0.0,3.2480774460107185,0.9442084812167916,4.69390445446298,3.3104213736894947,1.0986122886681098,,0.0,,1.9801652594875558,4.59119739668909,2.041378091018018,2.5797071085321273,1.038955133287233,0.0,0.0,0.0,1.0986122886681098,0.6584327446246979,0.0,0.0,0.6931471805599453,4.1713790102238075,2.61127750995972,1.2757354111522021,0.0,0.0,0.03841910990394468,0.8573896239539941,2.6589096115468784,0.0,2.144783059963227,2.4321379025925958,3.5421180727185324,3.046425387869509,0.2751032902449208,0.425267735404344,0.13254302236648582,0.05584036962646504,0.35762286122494136,0.20635429285155676,0.24955664965991436,3.5421180727185324,3.046425387869509,0.2751032902449208,0.425267735404344,7.61972421378267,8.303504798872783,0.0660101917490274,0.11483925961237001,,,,0.16296882827813972,0,0,0,0,0
5922,2009-10-01,1,SFMTA,K-OWL,0,89,22,2.0,1,0,0.0,1.0,6937,,3,BALBOA PARK STATION,,2.0,WOODSIDE AVE & PORTOLA DR,WOODSIDE AVE&PORTOLA DR N,0,0,0.0,1.08,1.08,0.0,0.0,0.8000000000000003,0.5033333333333333,0.8000000000000003,0.5033333333333333,0.25199999999999984,0.252,18.9,30.04,18.9,30.04,1.0,0.0,0.0,7.666666666666668,7.666666666666668,1.932,0.06405555555555555,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.12169312169312167,0.0,0.0,3588.0,1049.0,0.0438512869399428,0.9561487130600572,3.577268195413758,13.330967623088519,3.726577627078535,3.897487468400184,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,170.0,,0.0,0.0,29.059317214407358,13.765032631012284,134.30609509687156,111.39683171871428,122.74352185981043,14.363344042446332,30.229758652165586,78.58147829504085,23.80581411428404,0.19641076769690927,0.20438683948155534,0.4965104685942173,0.1036889332003988,0.19541375872382846,,,,,,,,12.301955544977016,43.59622632125235,25.6,1.841549296,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.5211023562872863,0.0,5.14166355650266,3.2809112157876537,0.0,0.0,0.0,0.0,0.0,4.1588830833596715,0.0,0.0,,,0.0,0.0,3.403172669975288,2.6922617252179806,4.907539582919443,4.722035749506391,1.0986122886681098,,0.0,,1.5532013945458591,4.818211051470971,1.5887223120584375,2.731984415120671,3.441371443188455,0.0,0.0,0.0,1.9459101490553132,0.670977597894363,0.0,0.0,0.6931471805599453,4.376781381039376,3.2110780657862508,1.044349430188049,0.0,0.0,0.0620876034243594,1.075684784024405,2.6624227638513127,0.0,2.5879110578762674,3.797649243815139,3.435276695315018,2.990719731730447,0.4076848648464773,0.5877866649021192,0.1793260478141562,0.18597059053282472,0.4031360436715265,0.09865814474670129,0.1784923670655787,3.435276695315018,2.990719731730447,0.4076848648464773,0.5877866649021192,6.956545443151569,8.185628891147607,0.042917033854303996,0.11483925961237001,,,,0.2247422726779066,0,0,0,0,0
5923,2009-10-01,1,SFMTA,K-OWL,0,90,22,2.0,1,0,0.0,1.0,6939,,3,BALBOA PARK STATION,,2.0,WOODSIDE AVE & ULLOA ST,WOODSIDE AVE&ULLOA ST NE-,0,0,0.0,1.0333333333333334,1.09,0.0,0.05666666666666668,0.2300000000000001,0.19000000000000009,0.2300000000000001,0.2466666666666667,0.07699999999999997,0.077,20.09,18.73,20.09,18.73,1.0,0.0,0.3333333333333333,7.666666666666668,7.333333333333332,0.5903333333333333,0.034388888888888886,,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,63.0,0.12169312169312167,0.0,0.0,3588.0,1049.0,0.0438512869399428,0.9561487130600572,3.577268195413758,13.330967623088519,3.726577627078535,3.897487468400184,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,218.0,,0.0,0.0,41.598175426709425,12.062581224328616,174.17725248888982,60.61473236941399,143.16668908075266,14.263787127232574,13.998894922793006,103.29790095605401,13.060691243403802,0.19641076769690927,0.20438683948155534,0.4965104685942173,0.1036889332003988,0.19541375872382846,,,,,,,,15.017388978893814,21.492564978888602,25.6,1.841549296,0,0.16666666666666666,0.15415067982725836,0.0,0.0,0.0,,,,,,,,,,0.0,1.5211023562872863,0.0,5.389071729816501,3.2809112157876537,0.0,0.0,0.0,0.0,0.0,4.1588830833596715,0.0,0.0,,,0.05511929922107953,0.0,3.751811421999145,2.5697517478361176,5.165798332680506,4.120901003785976,1.0986122886681098,,0.0,,1.5532013945458591,4.970970193177241,1.5887223120584375,2.725483168541635,2.7079765265745093,0.0,0.0,0.0,1.6094379124341003,0.670977597894363,0.28768207245178085,0.0,0.6931471805599453,4.647251236742412,2.643383049000746,1.044349430188049,0.0,0.0,0.03381080681775044,0.4639436378658601,2.6624227638513127,0.0,2.7736749432689236,3.1131848092185397,2.982140320034524,3.0487989944906833,0.17395330712343815,0.20701416938432612,0.1793260478141562,0.18597059053282472,0.4031360436715265,0.09865814474670129,0.1784923670655787,2.982140320034524,3.0487989944906833,0.22047332275833081,0.20701416938432612,6.956545443151569,8.185628891147607,0.042917033854303996,0.11483925961237001,,,,0.07417939817425147,0,0,0,0,0
5924,2009-10-01,1,SFMTA,K-OWL,0,91,22,2.0,1,0,0.0,1.0,6934,,3,BALBOA PARK STATION,,2.0,WOODSIDE AVE & HERNANDEZ AVE,WOODSIDE AVE&HERNANDEZ AV,0,0,0.0,0.9833333333333334,0.9833333333333334,0.0,0.0,0.2800000000000002,0.17666666666666667,0.2800000000000002,0.17666666666666667,0.09300000000000001,0.09300000000000001,19.93,31.58,19.93,31.58,1.0,0.0,0.0,7.333333333333332,7.333333333333332,0.682,0.022444444444444447,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.1164021164021164,0.0,0.0,3588.0,1049.0,0.0438512869399428,0.9561487130600572,3.577268195413758,13.330967623088519,3.726577627078535,3.897487468400184,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,61.0,,0.0,0.0,40.66465304683236,3.505321394526802,177.5442177496564,19.50707898490738,111.93723841261574,16.342717454995288,0.0,106.83696444571629,15.05079453863562,0.19641076769690927,0.20438683948155534,0.4965104685942173,0.1036889332003988,0.19541375872382846,,,,,,,,13.699882802112498,0.9509630517449548,25.6,1.841549296,0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.5211023562872863,0.0,4.127134385045092,3.2809112157876537,0.0,0.0,0.0,0.0,0.0,4.1588830833596715,0.0,0.0,,,0.0,0.0,3.729653120590387,1.5052592302529595,5.184836289028006,3.0207701428733436,1.0986122886681098,,0.0,,1.5532013945458591,4.726832252136069,1.5887223120584375,2.853172675048084,0.0,0.0,0.0,0.0,1.6094379124341003,0.670977597894363,0.0,0.0,0.6931471805599453,4.68062049808195,2.7757583523155804,1.044349430188049,0.0,0.0,0.022196274397057514,0.5199835615507563,2.6624227638513127,0.0,2.6878395211075006,0.6683231233503977,3.4836986031738992,3.0411835364579085,0.16268558227709579,0.24686007793152598,0.1793260478141562,0.18597059053282472,0.4031360436715265,0.09865814474670129,0.1784923670655787,3.4836986031738992,3.0411835364579085,0.16268558227709579,0.24686007793152598,6.956545443151569,8.185628891147607,0.042917033854303996,0.11011111841642401,,,,0.08892620919440149,0,0,0,0,0
5925,2009-10-01,1,SFMTA,K-OWL,0,92,22,2.0,1,0,0.0,1.0,5244,,3,BALBOA PARK STATION,,2.0,LAGUNA HONDA BLVD & DEWEY BLVD,LAGUNA HONDA BLVD&DEWEY B,0,0,0.0,1.3,1.37,0.0,0.07333333333333332,0.6799999999999998,1.0,0.6799999999999998,1.0733333333333333,0.21100000000000002,0.211,18.62,11.8,18.62,11.8,1.0,0.0,0.6666666666666666,7.333333333333332,6.666666666666668,1.5473333333333334,0.14333333333333334,,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,63.0,0.1164021164021164,0.0,0.0,2110.0,899.0,0.11012235817575083,0.8898776418242491,2.6375,16.376957692616152,6.20927305881181,6.9776705998397714,0.0,0.0,0.0,0.0,2881.0,2750.0,,,,7.0,66.0,,0.0,0.0,36.74297262424818,29.63292873835557,155.27550846163209,59.33451036681631,93.5548229437145,12.373143380200693,12.752717552681911,93.17551308453001,16.75303674553415,0.0275,0.015,0.6,0.2,0.185,,,,,,,,12.983879372653224,0.19582733024466908,28.7,1.678101504,0,0.3333333333333333,0.28768207245178085,0.0,0.0,2815.5,,,,,,,,,,0.0,1.291296632497611,0.0,4.204692619390966,3.391147045808654,0.0,0.0,0.0,0.0,0.0,4.1588830833596715,0.0,0.0,,,0.07076907088820716,0.0,3.6307993027168655,3.422075532935654,5.051620529446447,4.09990425124968,1.0986122886681098,,0.0,,1.975368122193221,4.549179803255823,2.0766464640672404,2.593248470451421,2.621236444779378,7.919719760924575,7.943250258334769,7.966239776559467,2.0794415416798357,0.6365120872003117,0.5108256237659906,0.0,0.6931471805599453,4.545160201766396,2.8765565855436277,0.9851081494633048,0.0,0.0,0.13394797250973883,0.9350470603565986,2.85514505806006,0.0,2.637905192778522,0.17883827240057168,2.5494451709255714,2.976549454137217,0.6931471805599453,0.5187937934151674,0.027128667388252696,0.014888612493750559,0.47000362924573563,0.1823215567939546,0.16974277458709455,2.5494451709255714,2.976549454137217,0.7291576180829783,0.5187937934151674,6.802394763324311,7.65491704784832,0.10447024183984376,0.11011111841642401,,,,0.19144646457095527,0,0,0,0,0
5926,2009-10-01,1,SFMTA,K-OWL,0,93,22,2.0,1,0,0.0,1.0,5247,,3,BALBOA PARK STATION,,2.0,LAGUNA HONDA BLVD/FOREST HILL STA,FOREST HILL STATION NW-NS,0,0,,,,0.0,,0.22000000000000008,,0.22000000000000008,,0.062000000000000034,0.062,16.91,,16.91,,,,,,,,,,,,,,,,,,,,,5320.0,1994.0,0.06318956870611836,0.9368104312938816,2.8479657387580297,22.208512335646486,7.79802651183978,8.324017593473513,0.0,0.0,0.0,0.0,2881.0,2750.0,,,,6.0,45.0,,0.0,0.0,33.6628544967747,11.946812606198073,132.06874192076265,43.65310025221682,61.72252133051603,10.342784704202023,10.466170106555598,76.94397845965563,20.88048414932385,0.057815845824411134,0.046573875802997856,0.5556745182012848,0.15738758029978586,0.2403640256959315,,,,,,,,11.119124260130265,0.35963339013931844,34.4,1.4017894290000001,0,,,0.0,0.0,2815.5,,,,,,,,,,0.0,1.3475446291146616,0.0,3.828641396489095,3.5667118201397288,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,3.5456686379873195,2.5608496270548757,4.890865851244503,3.798923739452172,1.0986122886681098,,,,2.1745274363159157,4.138720575019176,2.232593608073652,2.4285818328979656,2.43940097011272,7.919719760924575,7.943250258334769,7.966239776559467,1.9459101490553132,0.6610425124666761,,,,4.355990343766331,3.08559510479178,0.8762140549523886,,,,,3.144519122396122,,2.494784722265765,0.3072150973344652,,2.8853592160726205,,0.19885085874516534,0.056206259519025185,0.04552185363067823,0.4419092253414403,0.14616537941036573,0.21540490564358822,,2.8853592160726205,,0.19885085874516534,7.598399329323964,8.579416534596369,0.0612734171442745,,,,,0.060153922819747144,0,0,0,0,0
